Repudiate	s	Refuse it - reject a claim and refuse it as false.
Repulse	m	"re-" (back) + "puls" (drive) = drive an attack or feeling back.
Reputable	n
Requisition	n
Rescind	s	Send back - cancel an order and send it entirely back.
Reservoir	n
Resilient	m	"re-" (back) + "salire" (jump) = bounce back after a hard hit.
Resolute	s	Resolution - a firm resolution you refuse to break.
Resolve	n
Respite	s	Rest bit - a badly needed rest bit during an exhausting hike.
Resplendent	s	Splendid - shining so bright it looks splendid.
Restitution	s	Restore - paying or working to restore what was stolen or broken.
Restive	s	Restless - a horse tense and restless, unable to stand still.
Retract	m	"re-" (back) + "tract" (pull) = formally pull back a false statement.
Revel	s	Rebel - the rebel parties all night after a wild win.
Revere	s	Reverend - deep respectful awe, like toward a reverend.
Revoke	m	"re-" (back) + "voc" (call) = call a license back and cancel it.
Rhapsodize	s	Rap song - praising or ranting with the heat of a passionate rap.
Ribald	s	Rip bawd - coarse, lewd humor ripped from the tavern; indecent and deliberately shocking.
Rife	s	Rifle - an area rife with rifles; common and dangerous.
Ruminate	e	Latin ruminare (chew the cud) - chew the same thought over and over.
Ruse	s	Confuse - a trick meant to confuse the enemy.
Saccharine	s	Saccharin - sweetness as fake as the sweetener; cloying and artificial.
Sacrosanct	m	"sacro" (sacred) + "sanct" (holy) = doubly sacred; not to be violated.
Sagacity	s	Sage - the deep judgment of a wise sage.
Salient	s	Sail - the main sail is the most salient feature on the boat.
Salutation	n
Salve	s	Solve - ointment that soothes a burn and solves the worst of the sting.
Sanctimonious	m	"sanct" (holy) = acting holier-than - thou to claim moral high ground.
Sanguine	e	Latin sanguis (blood): old humor theory tied blood tone to confident optimism.
Satiate	s	Satisfy ate - you ate enough to satisfy brutal hunger.
Scathing	s	Scalding - a review that scalds; harshly critical.
Scintillating	s	Sparkling - wit and energy sparkling like champagne bubbles.
Scrupulous	s	Scrap - checking every scrap because honesty demands perfect detail.
Scurrilous	s	Scurry - ugly rumors that make the target want to scurry away.
Sedentary	m	"sed" (sit) = life spent sitting; little movement.
Semaphore	n
Seminal	m	"semin" (seed) = a seed idea that spawns a whole field of later work.
Sensual	n
Sensuous	n
Serendipity	e	Walpole coined it from "The Three Princes of Serendip" - lucky finds by accident.
Serene	n
Servile	m	"serv" (serve/slave) = groveling, excessively submissive.
Sinuous	s	Sinus - a road winding like sinus passages; serpentine curves.
Sobriety	n
Solicitous	s	Sole - hovering over whether your shoe sole is hurting your foot.
Solipsistic	m	"solus" (alone) + "ipse" (self) = the world is only "me" in your mind.
Soluble	n
Solvent	s	Solve rent - cash flow strong enough to solve rent and pay debts.
Somnolent	m	"somn" (sleep) = drowsy, ready to nod off.
Sophomoric	s	Sophomore - acting like a cocky, immature sophomore.
Sovereign	n
Speculative	n
Spurious	s	Furious - the judge furious at evidence that is clearly fake.
Stagnate	n
Staid	s	Stayed - so staid they stayed home; serious, steady, unflashy.
Stingy	n
Stoic	e	From the Stoa Poikile porch where Zeno taught - endure pain without theatrics.
Stolid	s	Solid - emotionally solid like a brick wall; unmovable.
Strenuous	n
Strident	s	Trident - noise as harsh as a trident slammed into stone.
Stupefy	s	Stupid - shocked stupid; brain freezes for a moment.
Subjugate	m	"sub" (under) + "jugum" (yoke) = bring a people under your yoke.
Sublime	n
Submissive	n
Succinct	s	Sucked in - speech with extra words sucked in; tight and brief.
Superfluous	m	"super" (over) + "flu" (flow) = extra detail flowing over the brim.
Surfeit	s	Surf it - so many waves you cannot surf them all; excess.
Surmise	s	Summarize - guess the whole plot from scraps, like forced summarizing.
Surreptitious	s	Syrup - pouring extra syrup when nobody is watching.
Surrogate	n
Swarthy	s	Weather-line - outdoor life etched into complexion (literary "swarth" tones).
Sycophant	s	Psyche + fawn - flatters power to win favor; a professional bootlicker.
Tacit	s	Take it - a silent deal where everyone takes it and says nothing.
Taciturn	m	"tacit" (silent) = habitually quiet; not chatty.
Tangential	s	Tangent - barely grazing the topic; flies off on a tangent.
Tantamount	s	Total amount - equivalent in seriousness or value to another total.
Tedious	n
Temerity	s	Team error - reckless nerve to blame the whole team error on the boss.
Temperance	n
Tenable	m	"tenere" (hold) = an argument you can hold up under scrutiny.
Tenuous	s	Ten percent grip - holding the rope by the thinnest tenth; shaky.
Terrestrial	n
Timorous	s	Tremble - timid and trembling like a frightened mouse.
Tirade	s	Tired - a long angry speech that leaves everyone tired.
Toady	s	Toad - creeping praise like a toad at the tyrant's foot.
Tome	s	Tomb - a huge tome as heavy as a tombstone.
Torpid	s	Torpedo - floating sluggish like a torpedo before launch.
Torrid	s	Tear it - passion so hot it tears at restraint; scorching heat.
Tortuous	s	Torture - path so twisting it feels like torture to navigate.
Tractable	m	"tract" (lead/manage) = easy to lead; docile and manageable.
Tranquil	n
Transgress	m	"trans" (across) + "gress" (step) = step across a moral line you should not.
Transient	m	"trans" (across) + "ire" (go) = passing through; not staying long.
Transmute	m	"trans" (across) + "mut" (change) = change something into another substance.
Travesty	s	Tragedy - a mockery of justice so bad it is a tragedy.
Tremulous	s	Tremble - voice trembling from fear.
Trenchant	s	Trench - criticism that cuts a deep trench.
Trepidation	s	Trap - dread that you are walking into a trap.
Trite	s	Tripe - an idea as tired as cheap tripe.
Truculent	s	Truck - aggressive like a truck ready to run you down.
Truncate	s	Trunk - chop at the trunk to shorten the tree.
Turgid	s	Turgid = swollen - bloated language or tissue, overstuffed and heavy (not muddy/turbid).
Turpitude	s	Moral filth - conduct courts label crimes of moral turpitude; deep baseness.
Ubiquitous	m	"ubique" (everywhere) = showing up everywhere at once.
Umbrage	m	"umbr" (shadow) = take offense as if a disrespectful shadow fell on you.
Uncanny	n
Unctuous	s	Oil-on-tone - flattery so smooth it feels greasy; slick, insincere charm.
Undulate	s	Undulate - waves moving under the surface in smooth rolls.
Upbraid	s	Braid - scolding someone for ruining your careful braid.
Usurp	s	Use up - seize power to use up what is left of the kingdom.
Utilitarian	n
Utopia	e	More coined "Utopia" from ou + topos ("no place") - a perfect society that cannot exist.
Vacillate	s	Vase - wavering forever between two vases you cannot choose.
Vacuous	m	"vac" (empty) = empty behind the eyes; mindless.
Validate	n
Vapid	s	Vapor - remark so dull it evaporates like vapor.
Variegated	m	"varius" (various) = patched with varied colors or tones.
Vehemently	s	Vehicle - yelling with full heat at the car that cut you off.
Veneer	n
Venerable	m	"venerari" (respect) = worthy of reverence for age, dignity, or achievement.
Venerate	s	Revere-plus - honor deeply as if before something sacred (same family as reverent).
Veracity	m	"ver" (truth) = truthfulness you can stake a claim on.
Verbose	m	"verb" (word) = padded with too many words; talky and windy.
Verdant	m	"virid" (green) = green with lush growth.
Vestige	s	Vest - only a ripped old vest remains as a trace of the wreck.
Vex	s	Hex - annoy someone as if you cast a petty hex on them.
Vicarious	s	Borrowed thrill - living someone else's excitement secondhand.
Vicissitude	n
Vigilant	n
Vilify	m	"vilis" (vile) + "-fy" (make) = talk someone into looking vile.
Vindicate	m	Vindicare - show the accusation was false; clear a ruined name.
Vindictive	s	Victim - wanting the other side to become your suffering victim.
Virtuoso	n
Viscous	s	Viscosity - thick, sticky, slow to pour.
Vitriolic	s	Vitriol - words as burning as strong acid.
Vituperate	s	Viper - hissing insults with viper venom.
Vivacious	m	"viv" (life) = lively, bubbling with life.
Vocation	m	"voc" (call) = a career that feels like a calling.
Vociferous	m	"voc" (voice) + "ferre" (carry) = carrying a loud voice into the room.
Wallow	n
Wane	s	Wayne - Wayne Enterprises lights dimming as Bruce fades after a brutal night.
Wanton	s	Wonton - wanton waste of a whole bowl of wonton soup on purpose; reckless malice.
Whimsical	n
Wily	s	Wile E. - cunning traps and scams like the cartoon coyote.
Winsome	s	Win some - charm that wins some hearts instantly.
Wistful	s	Wishful - nostalgia colored by sad wishful longing.
Wizened	s	Wizard - face wizened like a storybook wizard: shriveled and lined.
Wrath	n
Yoke	n
Zealous	s	Jealous - fire of a jealous lover turned toward a cause; fiercely devoted.
Zenith	s	Zenith tip - apex of the arc (sun at noon); your highest point, not the bottom below.
Zephyr	s	Zero fear - breeze so gentle it gives you zero fear of a storm.
